0,10.0,2.215122945862466
1,15.0,2.1640857304088534
2,20.0,2.0277592144514136
3,25.0,2.028508373494912
4,30.0,1.8661457425379822
5,35.0,1.7367740683020056
6,40.0,1.6846753527011804
7,45.0,1.609166201546815
8,50.0,1.5508820848369427
9,55.0,1.5587807709122188
10,60.0,1.5929080658765389
11,65.0,1.4987349874323195
12,70.0,1.4839475339288999
13,75.0,1.497880089174683
14,80.0,1.5011945217099916
15,85.0,1.5265046363676908
16,90.0,1.4821467292006703
17,95.0,1.4535861784212287
18,100.0,1.442842803492634
19,105.0,1.440759719707997
20,110.0,1.4348561624462546
21,115.0,1.3818173036538275
22,120.0,1.3875156768823205
23,125.0,1.3689446876677946
24,130.0,1.3566858025906223
25,135.0,1.383491111897429
26,140.0,1.3476809824900025
27,145.0,1.3579515951228944
28,150.0,1.3426645918532594
29,155.0,1.3240284950042207
30,160.0,1.3043524210451825
31,165.0,1.3147583760401869
32,170.0,1.308627480872568
33,175.0,1.298827770083886
34,180.0,1.2437877923975522
35,185.0,1.2493317463223161
36,190.0,1.2605608316820776
37,195.0,1.2439655434238197
38,200.0,1.2218283713904252
39,205.0,1.2314543871461583
40,210.0,1.219882928648527
41,215.0,1.1986701274476723
42,220.0,1.210583969452941
43,225.0,1.2022409690506042
44,230.0,1.2054154152562615
45,235.0,1.1984283908531297
46,240.0,1.173763193448005
47,245.0,1.1665776256438702
48,250.0,1.1804566944500698
49,255.0,1.1660487800256685
50,260.0,1.1425346946904118
51,265.0,1.144978976962375
52,270.0,1.1394465693083224
53,275.0,1.1356006633384252
54,280.0,1.1269456739026267
55,285.0,1.1438334016722487
56,290.0,1.131639235548223
57,295.0,1.1020841657006395
58,300.0,1.1217445700596458
59,305.0,1.0956259464981628
60,310.0,1.1095745946901747
61,315.0,1.0760346446271938
62,320.0,1.0843751004633597
